World Rank,National Rank,Name,Image URLs,Affiliation,Country,D-Index,Citations,Publications
175,106,Pierre Baldi,https://s.research.com/images/490eeacadc8e91baed380847d39c5787654283a9-65x65.jpeg,"University of California, Irvine",United States,113,68959,499
176,107,Jie Wu,https://s.research.com/images/95990a33b0ab907208f336d76f7e5e41f9fc1862-65x65.jpeg,Temple University,United States,113,66914,1299
177,10,Daniel Cremers,https://s.research.com/images/71716df0af034978ae4b3e8e75ff2c1356561c13-65x65.jpeg,Technical University of Munich,Germany,113,66050,642
178,5,Eric P. Xing,https://s.research.com/images/c11eba4ce1ff83b0cd53c8d881c004726127d68f-65x65.png,Mohamed bin Zayed University of Artificial Intelligence,United Arab Emirates,113,56965,621
179,17,Michael R. Lyu,https://s.research.com/images/107e578f1e6d72b69221353f285376607eb79c51-65x65.jpeg,Chinese University of Hong Kong,China,113,49544,679
180,18,Meng Wang,https://s.research.com/images/9b3eea0b65e265481208e496942939e76b24c4ab-65x65.jpeg,Hefei University of Technology,China,113,47481,1134
181,1,Jürgen Schmidhuber,https://s.research.com/images/96e4b43d2ee095eb092bd99d028336c306774054-65x65.jpeg,King Abdullah University of Science and Technology,Saudi Arabia,112,210439,530
182,108,Luke Zettlemoyer,https://s.research.com/images/d7fdf3683b6aa6c6746d0fcc7d65b1b7603d41ea-65x65.jpeg,University of Washington,United States,112,91383,286
183,7,Michael Unser,https://s.research.com/images/b72a02b38a10b2a7c26c938b0cca693d0da78b5f-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,112,64929,852
184,5,Francis Bach,https://s.research.com/images/8b8f9a0436d3028ad254de58651f11dd182412cd-65x65.jpeg,École Normale Supérieure,France,112,60923,404
185,109,Arogyaswami Paulraj,https://s.research.com/images/9c54754ff96f7c615c6b1269fc0f22f350756ed0-65x65.jpeg,Stanford University,United States,112,55453,483
186,110,C. Lee Giles,https://s.research.com/images/814617a914837321a3e0f273abc241081aa17d32-65x65.jpeg,Pennsylvania State University,United States,112,54423,627
187,6,Erik Cambria,https://s.research.com/images/c4f3bdc470f221e5403355191ed8574d2896d5dc-65x65.png,Nanyang Technological University,Singapore,112,54170,495
188,8,Markus Gross,https://s.research.com/images/71a34d74bc842926912f9d0823e03c312ff8dc06-65x65.jpeg,ETH Zurich,Switzerland,112,45252,554
189,1,Shyi-Ming Chen,https://s.research.com/images/ae0669054d6990a0ee8cbb5aa192059c0aa798e7-65x65.jpeg,Asia University Taiwan,Taiwan,112,33706,443
190,111,Andreas F. Molisch,https://s.research.com/images/0557642b5e84b78292052dcef71b12b369e87fc7-65x65.jpeg,University of Southern California,United States,111,63310,786
191,112,Martin J. Wainwright,https://s.research.com/images/097903bf9951014c4e54d722d5e75d3e3fd5e95f-65x65.jpeg,MIT,United States,111,61664,337
192,113,Walid Saad,https://s.research.com/images/6f95849ad512ab782e4e8479eff9cc5af6340037-65x65.jpeg,Virginia Tech,United States,111,49296,693
193,11,Christian Theobalt,https://s.research.com/images/7e1f36326be4737dc4ad0dc91716d8cc5732d9f2-65x65.jpeg,Max Planck Institute for Informatics,Germany,111,43538,466
194,114,Quoc V. Le,https://s.research.com/images/c16e1b1c868e6d3f4478d1d11a60ea4d15133db1-65x65.jpeg,Google (United States),United States,110,145601,198
195,4,Oded Goldreich,https://s.research.com/images/8309e11f6b6f8644602e0e95eaae45bc8e387a37-65x65.jpeg,Weizmann Institute of Science,Israel,110,78646,439
196,2,Bart De Moor,https://s.research.com/images/c5820b21109a5f3429197d141b543aacb73513d8-65x65.jpeg,KU Leuven,Belgium,110,71993,984
197,12,Nassir Navab,https://s.research.com/images/b07c99b0e12c8fb7866902f3c769bc535826b9c9-65x65.jpeg,Technical University of Munich,Germany,110,65414,1360
198,2,Gert Pfurtscheller,https://s.research.com/images/ba6aa74167d15d2d8515a503247e7475db7e8923-65x65.jpeg,Graz University of Technology,Austria,110,60104,409
199,115,Michael Stonebraker,https://s.research.com/images/efbbeafe5b25c79e92d64f932ddb97efc59089ff-65x65.gif,MIT,United States,110,55228,456
200,19,Ying-Chang Liang,https://s.research.com/images/4d85c4c44f2d30226125f467f96336c0fa09d9c8-65x65.jpeg,University of Electronic Science and Technology of China,China,110,51802,765
201,20,Yaochu Jin,https://s.research.com/images/7e092333569da97274547583a71a9508650b1e39-65x65.jpeg,Westlake University,China,110,51374,678
202,116,Lorrie Faith Cranor,https://s.research.com/images/367f623f7e86be5c398842f909d0a7fbdd74cea0-65x65.jpeg,Carnegie Mellon University,United States,110,46080,380
203,1,Serge Belongie,https://s.research.com/images/ebdecb228a4a8daabe3787f8324cf07a127ce8d9-65x65.jpeg,University of Copenhagen,Denmark,109,180738,291
204,117,Li Deng,https://s.research.com/images/b0ca6d67e9dc74eaa0cedca734cc959eda345b1d-65x65.jpeg,Citadel,United States,109,85930,611
205,118,Ramesh Govindan,https://s.research.com/images/490e90a139b818d4feb60915aa5ca32d186a4641-65x65.jpeg,University of Southern California,United States,109,67948,425
206,5,Moni Naor,https://s.research.com/images/73cc094cd7bd92ecec3d800f2083f99fe7352559-65x65.jpeg,Weizmann Institute of Science,Israel,109,66748,486
207,119,Panos M. Pardalos,https://s.research.com/images/e2e328a8d9ffe66b67dffc2a612d1e2ef241e35f-65x65.jpeg,University of Florida,United States,109,58436,1363
208,120,Dimitris N. Metaxas,https://s.research.com/images/31554b2ea06e37b7455e37051d5bdeba9541b0c5-65x65.jpeg,"Rutgers, The State University of New Jersey",United States,109,53847,794
209,6,Jocelyn Chanussot,https://s.research.com/images/9cc65a3fa12022b41958f5b8d282fb1dc4ffdc08-65x65.jpeg,Grenoble Alpes University,France,109,48152,721
210,121,David M. Blei,https://s.research.com/images/235ed9a9ab087fd7bab10f12b720ce9789fd7f8f-65x65.jpeg,Columbia University,United States,108,122416,328
211,122,Richard M. Karp,https://s.research.com/images/f3b6014ae5145fcb81be62879cae19f45049dc34-65x65.png,"University of California, Berkeley",United States,108,93580,291
212,7,Andrew Blake,https://s.research.com/images/caae701cdde1ad30f6ff11a3dc491648f66af708-65x65.jpeg,University of Cambridge,United Kingdom,108,81416,314
213,123,Vladlen Koltun,https://s.research.com/images/85f101524028a3cc914506f678fba0edfe5484ab-65x65.jpeg,Apple (United States),United States,108,66255,232
214,124,Samuel Madden,https://s.research.com/images/b58f0c96dc047c208a482820f83682365d420038-65x65.jpeg,MIT,United States,108,65484,373
215,125,Jianfeng Gao,https://s.research.com/images/0f837c56984002785dede382973ff8fca3290fe4-65x65.jpeg,Microsoft (United States),United States,108,63354,471
216,8,John M. Carroll,https://s.research.com/images/3caad3f2609502cb3275be94738aa2dcadb8f77c-65x65.jpeg,Pennsylvania State University,United States,108,57674,842
217,9,Björn Schuller,https://s.research.com/images/19fa3d60d6eba5d905cbe23771aa82ce08d93d57-65x65.jpeg,Imperial College London,United Kingdom,108,56899,1072
218,6,Michel Gendreau,https://s.research.com/images/f5f9794bc3bd6e9e3d1e41cf3504ae669d22c13c-65x65.jpeg,Polytechnique Montréal,Canada,108,54627,493
219,126,Dinesh Manocha,https://s.research.com/images/dbcec591e83b0439dd0760b63ab80d25b7b6ad25-65x65.jpeg,"University of Maryland, College Park",United States,108,53913,906
220,9,Davide Scaramuzza,https://s.research.com/images/5a54a544ab234fa6cc60e243324fb7d65ff6edb9-65x65.jpeg,University of Zurich,Switzerland,108,50839,335
221,21,Wen Gao,https://s.research.com/images/022a2833aee75863bf001c6199b2e56e1e73c3af-65x65.jpeg,Peking University,China,108,49053,1388
222,22,Pheng-Ann Heng,https://s.research.com/images/4e10c0fab43a3f42535174852b4f9728b3ca2b62-65x65.png,Chinese University of Hong Kong,China,108,48376,709
223,127,Sajal K. Das,https://s.research.com/images/1083598274b107c5adbb499852b069cedab33387-65x65.jpeg,Missouri University of Science and Technology,United States,108,42756,1164
224,128,Alexei A. Efros,https://s.research.com/images/2ae65d7cf54940ef3473399ce3adad5ed913b95d-65x65.jpeg,"University of California, Berkeley",United States,107,121079,223
225,129,Lixia Zhang,https://s.research.com/images/0fe1d0b8d00388754cddedae0a2dde96514d87d6-65x65.png,"University of California, Los Angeles",United States,107,78606,360
226,130,Fred Glover,https://s.research.com/images/34c3f1a8607ab4821e5048a0613081aefe1836d6-65x65.gif,University of Colorado Boulder,United States,107,74733,532
227,131,Jennifer Widom,https://s.research.com/images/7e0872fc72b22d6a5dfc2c306e4fa70104dd540c-65x65.jpeg,Stanford University,United States,107,63673,272
228,132,Silvio Savarese,https://s.research.com/images/2debdf476630a7a3dcaf955cbef8194a5c573e6f-65x65.jpeg,Stanford University,United States,107,63350,355
229,13,Gerhard Weikum,https://s.research.com/images/9d38c8e4c57390c01ad27d4e175f781fc90ad3b3-65x65.jpeg,Max Planck Institute for Informatics,Germany,107,54808,1039
230,133,Hsinchun Chen,https://s.research.com/images/a569b4f5bd93754fb14c2d5fb3566383f9f0251c-65x65.jpeg,University of Arizona,United States,107,53612,838
231,134,Jiebo Luo,https://s.research.com/images/5467e20f3f45b19f0166569298449f8a4c7ab601-65x65.jpeg,University of Rochester,United States,107,50747,823
232,135,Srinivas Devadas,https://s.research.com/images/53cc044c7884dedc7aa341c3f2efb39ab9f28acc-65x65.jpeg,MIT,United States,107,45993,499
233,136,George J. Pappas,https://s.research.com/images/33401780dc900e851a61f927b55b926301bbe003-65x65.jpeg,University of Pennsylvania,United States,107,44802,626
234,10,Shaogang Gong,https://s.research.com/images/11ef632eb06f8915a5373d5129e1f0384daac388-65x65.jpeg,Queen Mary University of London,United Kingdom,107,43524,432
235,11,Mark Harman,https://s.research.com/images/610518ecfae991990a3ca40af870f92507ea7536-65x65.jpeg,University College London,United Kingdom,107,43400,580
236,137,Martín Abadi,https://s.research.com/images/705b37946528c35a715bf278522a940a1d1cdb18-65x65.jpeg,Google (United States),United States,106,98936,350
237,12,William J. Dally,https://s.research.com/images/9f2d7eae1473d65e1aa2c621a1f7bff226ca3884-65x65.jpeg,Nvidia (United Kingdom),United Kingdom,106,84414,426
238,138,Vern Paxson,https://s.research.com/images/8870be09e9970f3de04641da4131a96309d8cd5c-65x65.jpeg,"University of California, Berkeley",United States,106,69531,274
239,1,Shun-ichi Amari,https://s.research.com/images/6c2c606cfbaff9bd16fe838dc546b4be087dc900-65x65.png,RIKEN Center for Brain Science,Japan,106,62118,509
240,139,Robert E. Kraut,https://s.research.com/images/b0c1982e8f2833714c43ca22110175c4ed601254-65x65.jpeg,Carnegie Mellon University,United States,106,55884,295
241,140,Alan S. Willsky,https://s.research.com/images/8dc2c8067eaf4b4e9ffafce29fc626dbe2b5b113-65x65.gif,MIT,United States,106,53035,627
242,1,Jon Atli Benediktsson,https://s.research.com/images/2f402e44f81da383c8361c2f1e0e8e154818b87f-65x65.jpeg,University of Iceland,Iceland,106,48780,536
243,141,Maja J. Matarić,https://s.research.com/images/baf39efe41ab8859b21cb1b3b73c2fc8ca5d879e-65x65.jpeg,University of Southern California,United States,106,45356,604
244,7,Ekram Hossain,https://s.research.com/images/97e3dab020a50d67c3b6f9d3f3f9dd30d8bb3360-65x65.jpeg,University of Manitoba,Canada,106,43201,679
245,142,Kurt Keutzer,https://s.research.com/images/07f0497bec897fbdb4604f99bb6d253223b632c2-65x65.jpeg,"University of California, Berkeley",United States,106,39872,442
246,23,Jun Wang,https://s.research.com/images/47fb2c24b512c950fb3666052d40f14cf9d431c3-65x65.jpeg,City University of Hong Kong,China,106,31446,453
247,24,Jiaya Jia,https://s.research.com/images/7606deb2eb40d6bdc9f159520898be391ce78518-65x65.jpeg,Hong Kong University of Science and Technology,China,105,66672,307
248,143,Thomas L. Griffiths,https://s.research.com/images/1cf3f17c850992571511b0eea9587d023a4788af-65x65.jpeg,Princeton University,United States,105,59125,497
249,144,Joseph M. Hellerstein,https://s.research.com/images/8cd4dd757f930a6383dd4dfae094f60615ab6523-65x65.jpeg,"University of California, Berkeley",United States,105,54494,370
250,8,F. Richard Yu,https://s.research.com/images/baf00fc35ceb406807fa522a63429710aef0893a-65x65.jpeg,Carleton University,Canada,105,51865,755
251,2,Ajith Abraham,https://s.research.com/images/728887be473798e5321342b75017f2836c4dcfec-65x65.jpeg,FLAME University,India,105,49909,1275
252,145,Ramesh Raskar,https://s.research.com/images/64c9fda40bf8fb082b8fe51b0c05ae378c3c9893-65x65.jpeg,MIT,United States,105,48745,676
253,25,Jiashi Feng,https://s.research.com/images/a17e4fbdcff560acfd867ac892010214d16d6028-65x65.jpeg,ByteDance,China,105,46489,387
254,146,Christopher Kruegel,https://s.research.com/images/23a594407815a08077a2a105cb1212340a65d6c1-65x65.png,"University of California, Santa Barbara",United States,105,40730,278
255,1,Nicu Sebe,https://s.research.com/images/e64c4f7a11ffdde3e85bcf75c4979afdb21cd9d3-65x65.jpeg,University of Trento,Italy,105,40647,644
256,1,Joel J. P. C. Rodrigues,https://s.research.com/images/acfdb8488335280e37a81dcfe3ae80fb7a055a8a-65x65.jpeg,Federal University of Piauí,Brazil,105,40560,1042
257,1,Dieu Tien Bui,https://s.research.com/images/7b618420eaf53c4d713b44e76f1d91ebf2e3d410-65x65.jpeg,University of South-Eastern Norway,Norway,105,32142,264
258,14,Thomas Brox,https://s.research.com/images/b2ced391851d5f18f107e33e446ea77b9e5171da-65x65.jpeg,University of Freiburg,Germany,104,135454,319
259,13,Josef Kittler,https://s.research.com/images/4e4b21c82b3081f72a8a8e0b47af8e085ebf6c0d-65x65.png,University of Surrey,United Kingdom,104,80225,1154
260,1,Carlos A. Coello Coello,https://s.research.com/images/360c68cf513ce6edaacaaefa1e9d85cb61c6b164-65x65.jpeg,CINVESTAV,Mexico,104,65578,657
261,147,Eamonn Keogh,https://s.research.com/images/26c7bb605bac97c2d5b9de54a988ff7e83a1820c-65x65.jpeg,"University of California, Riverside",United States,104,63396,335
262,2,Bram van Ginneken,https://s.research.com/images/265ca884fd4cfc27147f8035468bddc375b79ca0-65x65.jpeg,Radboud University,Netherlands,104,62463,399
263,14,Jon Crowcroft,https://s.research.com/images/00f99f7bce4651273c43549eb87eff76853b26df-65x65.jpeg,University of Cambridge,United Kingdom,104,60892,731
264,148,Pat Hanrahan,https://s.research.com/images/73c02e6272a3ccb5f101460a8910ca940b1e92df-65x65.jpeg,Stanford University,United States,104,56994,293
265,149,Eduard Hovy,https://s.research.com/images/ff1bdc035662a87cbd61be9233aed524e0cf312e-65x65.jpeg,Carnegie Mellon University,United States,104,56387,594
266,150,Amin Vahdat,https://s.research.com/images/0a76ac9a71284c0a9b8dcdc3042c5ee2fae04374-65x65.jpeg,Google (United States),United States,104,54477,356
267,3,Mel Slater,https://s.research.com/images/6f37a0f4a8d9a83d9b323617836ea8ea9fdc2601-65x65.jpeg,University of Barcelona,Spain,104,52088,387
268,26,Huchuan Lu,https://s.research.com/images/663c13b5a0e1cfc6bcae18ea9e1cb4b65cc4c0d1-65x65.jpeg,Dalian University of Technology,China,104,51089,458
269,15,Maja Pantic,https://s.research.com/images/1183daa5123f6c89f23fc806e11666132c23fd0c-65x65.jpeg,Imperial College London,United Kingdom,104,49707,499
270,151,Kannan Ramchandran,https://s.research.com/images/5dc872eb85548fa409f3891539c2bd9a2472678e-65x65.jpeg,"University of California, Berkeley",United States,104,47923,584
271,152,Imran Chaudhri,https://s.research.com/images/3ef38d4f8338066d4791bd4044bca0e35a7c5f35-65x65.jpeg,Humane Inc.,United States,104,47714,329
272,153,Surajit Chaudhuri,https://s.research.com/images/623951713ab14437a623cb68a9b752e15983ff0b-65x65.jpeg,Microsoft (United States),United States,104,44325,470
273,154,Bernd Girod,https://s.research.com/images/1ad7d89c36d3efc473411a5db6a62aa62d55487b-65x65.jpeg,Stanford University,United States,104,43134,615
274,27,Ming Zhou,https://s.research.com/images/51073be8664c3100d4bef3562f015a830226cabb-65x65.jpeg,Langboat Technology,China,104,42682,520
275,28,C. L. Philip Chen,https://s.research.com/images/b401e64c09a85f83e3731398b840d2b564ddbe53-65x65.jpeg,South China University of Technology,China,104,41700,634
276,155,Bahram Javidi,https://s.research.com/images/588c6ac4158a2eeb63b0dfc7d3cf4fd5a59e6182-65x65.jpeg,University of Connecticut,United States,104,41303,1021
277,156,Brad A. Myers,https://s.research.com/images/56228809802c1429fd96a4deb7eb150395183432-65x65.jpeg,Carnegie Mellon University,United States,104,40722,482
278,29,Feiping Nie,https://s.research.com/images/de9fd442c334ec35d555434c072fe00ad0c362df-65x65.jpeg,Northwestern Polytechnical University,China,104,40270,721
279,15,Peter Dayan,https://s.research.com/images/ca94d8b41cf3c449092abbb3b300bb7760e29b4c-65x65.webp,Max Planck Institute for Biological Cybernetics,Germany,103,89160,438
280,157,George Karypis,https://s.research.com/images/560f61c21a49abd79993532da0cbf169fff636dd-65x65.jpeg,University of Minnesota,United States,103,86890,615
281,1,Jiri Matas,https://s.research.com/images/83ddd4bc4c476ce249ebccadd8c928b4b3d48982-65x65.jpeg,Czech Technical University in Prague,Czech Republic,103,74203,388
282,158,Michael J. Franklin,https://s.research.com/images/6322c6cc5e4fd242d2fe5b53fd81d65a75ad69e8-65x65.jpeg,University of Chicago,United States,103,70307,359
283,159,Biswanath Mukherjee,https://s.research.com/images/98706ef0acde57e6cec1a519e52b05e5fadd8156-65x65.jpeg,"University of California, Davis",United States,103,62928,798
284,160,Tim Finin,https://s.research.com/images/49745edf0a51c611c5075ccf5b94ba7c65693f56-65x65.jpeg,"University of Maryland, Baltimore County",United States,103,53979,599
285,161,Frédo Durand,https://s.research.com/images/3d784228e103a9fb17f01d5ab2bf9188864595f5-65x65.jpeg,MIT,United States,103,50541,307
286,162,Christos Davatzikos,https://s.research.com/images/5836fd511d0ce7c60e89c7353e568c9e123859d3-65x65.jpeg,University of Pennsylvania,United States,103,46819,577
287,163,Yejin Choi,https://s.research.com/images/bf24b5c0ca8b1e19553f7a1e669c18a19faaeb3e-65x65.jpeg,University of Washington,United States,103,45423,299
